"pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility"
"TYC 2187-512-1 b,TYC 2187-512-1,TYC 2187-512-1,1,1,Radial Velocity,2022,1.22,12.5,104.88337,0.05,M1.0 V,0.5,0.5,15.4744,Calar Alto Observatory"
"TrES-3 b,TrES-3,TrES-3,1,1,Transit,2007,0.02282,14.975,607.03,0,G4 V,0.83,0.93,231.337,TrES"
"V0391 Peg b,V0391 Peg,V0391 Peg,1,1,Pulsation Timing Variations,2007,1.7,13.1,1017.056,0,sdBV,0.23,0.5,1195.98,Multiple Observatories"
"WASP-10 b,WASP-10,WASP-10,1,1,Transit,2008,0.03781,12.106,1001.12,0.0473,K5 V,0.7,0.75,140.998,SuperWASP"
"WASP-101 b,WASP-101,WASP-101,1,1,Transit,2014,0.05057,16.029,162.0933,0,F6,1.31,1.41,201.224,SuperWASP"
"WASP-103 b,WASP-103,WASP-103,1,1,Transit,2014,0.01985,17.127,473.547,0.15,F8 V,1.44,1.22,375.647,SuperWASP"
"WASP-105 b,WASP-105,WASP-105,1,1,Transit,2017,0.075,10.761,572.094,0,K2,0.9,0.89,169.272,SuperWASP-South"
"WASP-106 b,WASP-106,WASP-106,1,1,Transit,2014,0.0917,11.433,514.8846,0,F9,1.31,0.93,352.181,SuperWASP"
"WASP-113 b,WASP-113,WASP-113,1,1,Transit,2016,0.05885,15.793,150.96925,0,G1,1.61,1.32,435.156,SuperWASP-North"
"WASP-117 b,WASP-117,WASP-117,1,1,Transit,2014,0.09459,11.882,95.349,0.3,F9,1.22,1.29,157.963,SuperWASP"
"WASP-118 b,WASP-118,WASP-118,1,1,Transit,2016,0.05453,16.141,163.36462,0,F6,1.7,1.32,376.658,SuperWASP"
"WASP-119 b,WASP-119,WASP-119,1,1,Transit,2016,0.0363,15.693,390.9309,0.058,G5,1.2,1.02,302.448,SuperWASP-South"
"WASP-120 b,WASP-120,WASP-120,1,1,Transit,2016,0.0514,16.511,1541.4755,0.057,F5,1.87,1.39,381.174,SuperWASP"
"WASP-121 b,WASP-121,WASP-121,1,1,Transit,2016,0.02596,19.649,367.72747,0,F6 V,1.46,1.36,269.898,SuperWASP"
"WASP-124 b,WASP-124,WASP-124,1,1,Transit,2016,0.0449,13.899,190.698,0.017,F9,1.02,1.07,448.637,SuperWASP-South"
"WASP-130 b,WASP-130,WASP-130,1,1,Transit,2016,0.1012,9.976,390.9309,0,G6,0.96,1.04,172.256,SuperWASP-South"
"WASP-131 b,WASP-131,WASP-131,1,1,Transit,2016,0.0607,13.675,85.8141,0,G0,1.53,1.06,200.075,SuperWASP-South"
"WASP-133 b,WASP-133,WASP-133,1,1,Transit,2016,0.0345,13.563,368.6828,0.17,G4,1.44,1.16,559.084,SuperWASP-South"
"WASP-135 b,WASP-135,WASP-135,1,1,Transit,2015,0.0243,14.572,603.877,0,G5 V,0.96,0.98,298.214,SuperWASP"
"WASP-141 b,WASP-141,WASP-141,1,1,Transit,2016,0.0469,13.563,854.9627,0,F9,1.37,1.25,516.543,SuperWASP-South"
"WASP-142 b,WASP-142,WASP-142,1,1,Transit,2016,0.0347,17.15,266.9772,0,F8,1.64,1.33,730.933,SuperWASP-South"
"WASP-144 b,WASP-144,WASP-144,1,1,Transit,2018,0.0316,9.528,139.8452,0,K2 V,0.81,0.81,355.513,SuperWASP-South"
"WASP-147 b,WASP-147,WASP-147,1,1,Transit,2018,0.0549,12.498,87.40325,0,G4,1.43,1.04,436.098,SuperWASP-South"
"WASP-15 b,WASP-15,WASP-15,1,1,Transit,2009,0.05165,15.805,171.6282,0,F7,1.48,1.18,282.091,SuperWASP"
"WASP-150 b,WASP-150,WASP-150,1,1,Transit,2020,0.0694,11.994,2688.8418,0.3775,F8,1.65,1.39,527.995,SuperWASP-North"
"WASP-151 b,WASP-151,WASP-151,1,1,Transit,2017,0.055,13.305,100.43378,0,G1,1.18,1.08,453.099,SuperWASP-South"
"WASP-153 b,WASP-153,WASP-153,1,1,Transit,2017,0.048,17.374,123.9537,0.009,G0,1.73,1.34,610.176,SuperWASP"
"WASP-156 b,WASP-156,WASP-156,1,1,Transit,2017,0.0453,5.717,40.68224,0.007,K3,0.76,0.84,122.066,SuperWASP"
"WASP-157 b,WASP-157,WASP-157,1,1,Transit,2016,0.0499,11.19,182.43442,0,G2 V,1.1,1.06,334.037,SuperWASP"
"WASP-158 b,WASP-158,WASP-158,1,1,Transit,2018,0.0517,11.994,886.7457,0,F6 V,1.39,1.38,524.993,SuperWASP-South"
"WASP-159 b,WASP-159,WASP-159,1,1,Transit,2018,0.0538,15.468,174.8065,0,F9,2.11,1.41,715.383,SuperWASP-South"
"WASP-162 b,WASP-162,WASP-162,1,1,Transit,2018,0.0871,11.209,1652.716,0.434,K0,1.11,0.95,310.841,SuperWASP-South"
"WASP-164 b,WASP-164,WASP-164,1,1,Transit,2018,0.02818,12.644,676.9779,0,G2 V,0.93,0.95,327.506,SuperWASP-South"
"WASP-165 b,WASP-165,WASP-165,1,1,Transit,2018,0.04823,14.123,209.13214,0,G6,1.75,1.25,602.236,SuperWASP-South"
"WASP-166 b,WASP-166,WASP-166,1,1,Transit,2019,0.0641,7.062,32.10083,0,F9 V,1.22,1.19,114.173,WASP-South"
"WASP-169 b,WASP-169,WASP-169,1,1,Transit,2019,0.0681,14.617,178.30263,0,F8,2.01,1.34,627.066,WASP-South"
"WASP-17 b,WASP-17,WASP-17,1,1,Transit,2009,0.0515,20.961,247.9074,0,F4,1.49,2.28,405.908,SuperWASP"
"WASP-171 b,WASP-171,WASP-171,1,1,Transit,2019,0.0504,10.985,344.52772,0,G0,1.64,1.17,757.84,WASP-South"
"WASP-172 b,WASP-172,WASP-172,1,1,Transit,2018,0.0694,17.598,149.3801,0,F1 V,1.91,1.49,538.11,SuperWASP-South"
"WASP-174 b,WASP-174,WASP-174,1,1,Transit,2018,0.05503,16.107,104.88337,0,F6 V,1.35,1.24,410.149,SuperWASP-South"
"WASP-175 b,WASP-175,WASP-175,1,1,Transit,2019,0.04403,13.54,314.6517,0,F7,1.2,1.21,539.36,WASP-South"
"WASP-176 b,WASP-176,WASP-176,1,1,Transit,2020,0.0535,16.87,271.74465,0,F9,1.93,1.34,568.42,SuperWASP-North"
"WASP-178 b,WASP-178,WASP-178,1,1,Transit,2019,0.0558,20.288,527.5978,0,A1 IV-V,1.67,2.07,427.678,WASP-South"
"WASP-182 b,WASP-182,WASP-182,1,1,Transit,2019,0.0451,9.528,47.03884,0,G5,1.34,1.08,327.602,WASP-South"
"WASP-184 b,WASP-184,WASP-184,1,1,Transit,2019,0.0627,14.908,181.1631,0,G0 V,1.65,1.23,663.231,WASP-South"
"WASP-185 b,WASP-185,WASP-185,1,1,Transit,2019,0.0904,14.011,311.4734,0.24,G0 V,1.5,1.12,279.35,WASP-South"
"WASP-186 b,WASP-186,WASP-186,1,1,Transit,2020,0.06,12.442,1341.2426,0.33,F,1.47,1.22,278.514,SuperWASP"
"WASP-187 b,WASP-187,WASP-187,1,1,Transit,2020,0.0653,18.383,254.264,0,F,2.83,1.54,371.414,SuperWASP"
"WASP-19 b,WASP-19,WASP-19,1,1,Transit,2009,0.01652,15.861,366.77398,0.0126,G8 V,1.01,0.97,268.325,SuperWASP"
"WASP-190 b,WASP-190,WASP-190,1,1,Transit,2019,0.0663,12.89,317.83,0,F6 IV-V,1.6,1.35,542.251,WASP-South"
"WASP-192 b,WASP-192,WASP-192,1,1,Transit,2019,0.0408,13.787,731.009,0,G0 V,1.32,1.09,508.885,WASP-South"
"WASP-21 b,WASP-21,WASP-21,1,1,Transit,2010,0.052,11.99,95.345,0,G3 V,1.06,1.01,258.426,SuperWASP"
"WASP-22 b,WASP-22,WASP-22,1,1,Transit,2010,0.047,13.787,212.9461,0.02,G1 V,1.24,1.46,317.652,SuperWASP"
"WASP-28 b,WASP-28,WASP-28,1,1,Transit,2014,0.0442,13.664,282.54945,0,F8,1.08,0.99,348.494,SuperWASP"
"WASP-38 b,WASP-38,WASP-38,1,1,Transit,2010,0.07522,13.787,1093.3352,0.03,F8 V,1.52,1.76,136.24,SuperWASP"
"WASP-4 b,WASP-4,WASP-4,1,1,Transit,2007,0.0226,14.807,376.94638,0,G8,0.89,0.86,267.206,SuperWASP"
"WASP-43 b,WASP-43,WASP-43,1,1,Transit,2011,0.0142,10.424,565.714,0,K7 V,0.6,0.58,86.7467,SuperWASP"
"WASP-44 b,WASP-44,WASP-44,1,1,Transit,2011,0.03453,12.33,276.5121,0.068,G8 V,0.91,0.94,364.512,SuperWASP"
"WASP-46 b,WASP-46,WASP-46,1,1,Transit,2011,0.02335,13.159,607.0553,0.022,G6 V,0.86,0.83,375.31,SuperWASP"
"WASP-5 b,WASP-5,WASP-5,1,1,Transit,2008,0.0267,12.184,502.15,0.038,G5,1.03,0.96,309.137,SuperWASP"
"WASP-52 b,WASP-52,WASP-52,1,1,Transit,2012,0.0272,14.24,146.2,0,K2 V,0.79,0.87,174.818,SuperWASP"
"WASP-57 b,WASP-57,WASP-57,1,1,Transit,2012,0.03769,11.769,204.68252,0.059,G6,0.93,0.89,398.276,SuperWASP"
"WASP-59 b,WASP-59,WASP-59,1,1,Transit,2012,0.0697,8.687,274.276,0.1,K5 V,0.61,0.72,115.936,SuperWASP"
"WASP-60 b,WASP-60,WASP-60,1,1,Transit,2012,0.05548,9.864,174.8065,0,G1 V,1.17,1.19,431.052,SuperWASP"
"WASP-65 b,WASP-65,WASP-65,1,1,Transit,2013,0.0334,12.464,492.62,0,G6,1.01,0.93,273.703,SuperWASP"
"WASP-69 b,WASP-69,WASP-69,1,1,Transit,2014,0.04525,12.442,92.1707,0,K5,0.86,0.98,49.9605,SuperWASP"
"WASP-71 b,WASP-71,WASP-71,1,1,Transit,2012,0.04622,13.227,441.7837,0,F8,1.82,0.76,362.715,SuperWASP"
"WASP-72 b,WASP-72,WASP-72,1,1,Transit,2012,0.03711,14.46,731.009,0,F7,2.18,2.78,434.754,SuperWASP"
"WASP-73 b,WASP-73,WASP-73,1,1,Transit,2014,0.05512,15.917,908.9938,0,F9,2.55,2.52,316.678,SuperWASP"
"WASP-74 b,WASP-74,WASP-74,1,1,Transit,2015,0.03443,15.244,228.8376,0,F9,1.42,0.98,149.216,SuperWASP"
"WASP-80 b,WASP-80,WASP-80,1,1,Transit,2012,0.0344,11.198,170.99254,0.002,K7-M0 V,0.59,0.58,49.7876,SuperWASP"
"WASP-82 b,WASP-82,WASP-82,1,1,Transit,2015,0.0447,18.159,371.8611,0,F5,2.1,1.48,275.664,SuperWASP"
"WASP-83 b,WASP-83,WASP-83,1,1,Transit,2015,0.059,11.657,95.349,0,G8,1.05,1.11,271.103,SuperWASP"
"WASP-84 b,WASP-84,WASP-84,1,1,Transit,2014,0.0771,10.559,220.565,0,K0,0.75,0.84,100.588,SuperWASP"
"WASP-88 b,WASP-88,WASP-88,1,1,Transit,2014,0.06431,16.365,133.4886,0,F6,1.8,0.94,523.756,SuperWASP"
"WASP-89 b,WASP-89,WASP-89,1,1,Transit,2015,0.0427,11.657,1875.197,0.193,K3,0.88,0.92,290.946,SuperWASP"
"WASP-90 b,WASP-90,WASP-90,1,1,Transit,2016,0.0562,18.271,200.2329,0,F6,1.98,1.55,466.433,SuperWASP"
"WASP-91 b,WASP-91,WASP-91,1,1,Transit,2017,0.037,11.545,425.8922,0,K3,0.86,0.84,149.942,SuperWASP-South"
"WASP-92 b,WASP-92,WASP-92,1,1,Transit,2016,0.0348,16.376,255.85315,0,F7,1.34,1.19,575.889,SuperWASP"
"WASP-93 b,WASP-93,WASP-93,1,1,Transit,2016,0.04211,17.901,467.2101,0,F4,1.52,1.33,370.284,SuperWASP"
"WASP-95 b,WASP-95,WASP-95,1,1,Transit,2014,0.03416,13.787,457.6752,0,G2,1.23,1.46,137.544,SuperWASP"
"WASP-96 b,WASP-96,WASP-96,1,1,Transit,2014,0.0453,13.45,152.55,0,G8,1.05,1.06,352.464,SuperWASP"
"WASP-97 b,WASP-97,WASP-97,1,1,Transit,2014,0.03303,12.778,432.2488,0,G5,1.08,1.18,151.068,SuperWASP"
"WASP-99 b,WASP-99,WASP-99,1,1,Transit,2014,0.0717,11.433,772.3269,0,F8,1.64,1.21,158.66,SuperWASP"
"WTS-1 b,WTS-1,WTS-1,1,1,Transit,2012,0.047,16.7,1274.44,0.1,F6 V,1.15,1.2,2346.01,United Kingdom Infrared Telescope"
"WTS-2 b,WTS-2,WTS-2,1,1,Transit,2014,0.01855,15.278,355.9696,0,K2 V,0.75,0.82,1030.768344,United Kingdom Infrared Telescope"
"Wendelstein-1 b,Wendelstein-1,Wendelstein-1,1,1,Transit,2020,0.0282,11.561,188.15536,0.012,K7 V,0.61,0.65,305.3,Haleakala Observatory"
"Wendelstein-2 b,Wendelstein-2,Wendelstein-2,1,1,Transit,2020,0.0234,12.993,232.33373,0.057,K6 V,0.66,0.73,565.541,Haleakala Observatory"
"Wolf 503 b,Wolf 503,Wolf 503,1,1,Transit,2018,0.05706,2.043,6.26,0.41,K3.5 V,0.69,0.69,44.526,K2"
"XO-1 b,XO-1,XO-1,1,1,Transit,2006,0.0488,12.778,263.7989,0,G1 V,0.88,0.88,163.553,XO"
"XO-3 b,XO-3,XO-3,1,1,Transit,2007,0.0476,15.805,2316.9807,0.29,F5V,1.54,0.58,213.053,XO"
"XO-4 b,XO-4,XO-4,1,1,Transit,2008,0.05524,14.011,451.3186,0,F5 V,1.45,1.1,272.655,XO"
"XO-5 b,XO-5,XO-5,1,1,Transit,2008,0.0515,12.78,378.2,0,G8 V,1.13,1.04,276.211,XO"
"XO-6 b,XO-6,XO-6,1,1,Transit,2016,0.0815,23.203,1398.452,0,F5,1.93,1.47,235.479,XO"
"XO-7 b,XO-7,XO-7,1,1,Transit,2019,0.04421,15.39,225.34147,0.038,G0 V,1.48,1.41,234.149,XO"
"alf Ari b,alf Ari,alf Ari,1,1,Radial Velocity,2010,1.2,13.4,572.07,0.25,K2III,13.9,1.5,20.21019,Bohyunsan Optical Astronomical Observatory"
"bet UMi b,bet UMi,bet UMi,1,1,Radial Velocity,2014,1.4,12.7,1938.7,0.19,K4 III,38.3,1.4,38.77472,Bohyunsan Optical Astronomical Observatory"
"eps CrB b,eps CrB,eps CrB,1,1,Radial Velocity,2012,1.3,12.7,2129.461,0.11,K2 III,21,1.7,69.8683,Bohyunsan Optical Astronomical Observatory"
"eps Eri b,eps Eri,eps Eri,1,1,Radial Velocity,2000,3.53,14.1,209.76675,0.07,K2 V,0.76,0.82,3.2026,Multiple Observatories"
"eps Tau b,eps Tau,eps Tau,1,1,Radial Velocity,2006,1.93,12.6,2415.406,0.151,K0 III,13.7,2.7,47.52852,Okayama Astrophysical Observatory"
"gam Psc b,gam Psc,gam Psc,1,1,Radial Velocity,2021,1.32,13.6,425.89007,0.204,G7 III,11.2,0.99,41.3107,Okayama Astrophysical Observatory"
"kap CrB b,kap CrB,kap CrB,1,1,Radial Velocity,2007,2.76,13.4,635.66,0.059,K0 III-IV,4.71,1.8,30.0651,Lick Observatory"
"mu Leo b,mu Leo,mu Leo,1,1,Radial Velocity,2014,1.1,13.3,762.8,0.09,K2 III,11.4,1.5,32.6081,Bohyunsan Optical Astronomical Observatory"
"omi CrB b,omi CrB,omi CrB,1,1,Radial Velocity,2012,0.83,13.6,476.745,0.191,K0,10.5,2.13,84.7883,Okayama Astrophysical Observatory"
"tau Gem b,tau Gem,tau Gem,1,1,Radial Velocity,2013,1.17,12.1,6547,0.031,K2 III,26.8,2.3,112.537,Lick Observatory"
"ups Leo b,ups Leo,ups Leo,1,1,Radial Velocity,2021,1.18,14.2,162.09249,0.32,G9 III,11.22,1.48,52.5973,Okayama Astrophysical Observatory"
"xi Aql b,xi Aql,xi Aql,1,1,Radial Velocity,2007,0.68,13.2,890,0,G9 III,12,2.2,56.1858,Okayama Astrophysical Observatory"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
",,,,,,,,,,,,,,,"
